Frames#,score_overall,nose_score,nose_x,nose_y,leftEye_score,leftEye_x,leftEye_y,rightEye_score,rightEye_x,rightEye_y,leftEar_score,leftEar_x,leftEar_y,rightEar_score,rightEar_x,rightEar_y,leftShoulder_score,leftShoulder_x,leftShoulder_y,rightShoulder_score,rightShoulder_x,rightShoulder_y,leftElbow_score,leftElbow_x,leftElbow_y,rightElbow_score,rightElbow_x,rightElbow_y,leftWrist_score,leftWrist_x,leftWrist_y,rightWrist_score,rightWrist_x,rightWrist_y,leftHip_score,leftHip_x,leftHip_y,rightHip_score,rightHip_x,rightHip_y,leftKnee_score,leftKnee_x,leftKnee_y,rightKnee_score,rightKnee_x,rightKnee_y,leftAnkle_score,leftAnkle_x,leftAnkle_y,rightAnkle_score,rightAnkle_x,rightAnkle_y
0,0.269314425833085,0.9074605703353882,455.51702949438203,204.8019169153792,0.6884710192680359,473.3225618855337,209.74444785814603,0.6994554996490479,464.01932277036514,191.11638101299155,0.20165076851844788,476.6983409410112,208.0839349982444,0.3357159495353699,455.36275456460675,169.00656710849717,0.1716262698173523,503.9104195926966,230.1639582601826,0.1681281328201294,442.49048125877806,237.0748387025983,0.12193247675895691,328.30228998419943,312.5559603230337,0.46738022565841675,235.9424376755618,95.68270222524578,0.3889842629432678,116.91366474280197,81.73482487710675,0.27089452743530273,116.1925172270014,78.10442635182585,0.034326761960983276,338.83210257198033,311.15143850948033,0.03658464550971985,440.39416366748594,223.1661747278792,0.02276664972305298,363.49444785814603,287.32441077071627,0.02641373872756958,361.82995742626406,276.61165730337075,0.01695317029953003,244.38328432233146,239.12405635533707,0.01960057020187378,242.33969013342696,238.6592564957865
1,0.2836354813155006,0.9043333530426025,455.60574306530896,205.0662471471208,0.7099772095680237,474.92461815308985,210.49711420294943,0.7306473851203918,463.7423740344101,190.2416717872191,0.17334014177322388,476.67348797401684,208.69242121664325,0.36228466033935547,449.6960312061095,168.5738072770365,0.18314361572265625,502.753631934691,230.6904790642556,0.12987083196640015,443.36236503686797,237.95423872015448,0.22570714354515076,328.9481928107444,314.04856478230334,0.48579323291778564,235.97008865870785,96.0849856258778,0.43901604413986206,115.83080506056882,81.01888935217696,0.30045443773269653,116.65170733848315,76.71407292398175,0.04705211520195007,340.0618855337079,309.6579013781601,0.023131221532821655,439.22141085849717,223.09965326544943,0.03920075297355652,363.13591774929773,297.23983936095505,0.044072479009628296,362.10676900456457,278.89631978581457,0.012963712215423584,309.5484221383427,353.31411297401684,0.010814845561981201,362.8934230161517,285.1501053370786
2,0.29451849530724916,0.9298439025878906,448.8920953300562,207.01298060042132,0.7542418241500854,462.43712693117976,211.81374539150278,0.7678982019424438,475.82799332865164,187.45619184515448,0.15660753846168518,477.5925539852528,208.69203717521066,0.3072258234024048,456.0803359813904,168.5050912921348,0.13706129789352417,500.34563728932585,229.6404000614466,0.14235326647758484,444.6325272120786,237.35927624648878,0.2824687957763672,329.5802427141854,319.08919087956457,0.4996239244937897,236.38318008251403,94.70050254564606,0.5354881882667542,114.241943359375,79.77315495523175,0.3239297866821289,115.87695861130618,74.15542431091993,0.03212609887123108,342.00549179248594,310.0729953037219,0.03112006187438965,369.7855128599017,253.12809976299155,0.03834715485572815,361.8518752194522,287.1384798542837,0.03727582097053528,360.7145913799157,277.83845022823033,0.019576966762542725,320.78440462605334,351.5222305126404,0.01162576675415039,110.20638112271769,76.30645409058988
3,0.29550045378067913,0.9265192747116089,449.6313750877809,206.96804775280896,0.7642446756362915,463.45330056179773,211.9474741046348,0.7404441833496094,476.5748441889045,187.10836003335675,0.16244325041770935,469.02365695224717,224.60712561446627,0.32489144802093506,456.1902815572331,168.4008240431882,0.16348856687545776,499.2037723841292,229.1862162043539,0.12123700976371765,444.9663140800562,236.85091511587075,0.1798495054244995,239.04719320575842,95.57632274841993,0.5251882076263428,236.7598972963483,94.9463164940309,0.6010110378265381,114.24923328871137,80.31351496664325,0.3529379367828369,115.45729733584972,73.79838922050561,0.03160634636878967,282.7437291520365,181.5526795119382,0.02469208836555481,357.318512991573,238.64639110779495,0.03441944718360901,363.4599115607444,287.5204090589888,0.0428997278213501,233.2879707250702,92.77816943908005,0.01633778214454651,110.72899979152037,74.10914731829354,0.011297225952148438,217.11818052141854,94.58139483848313
4,0.29709114046657786,0.9153451919555664,449.8979272735253,208.00556311446627,0.6929246187210083,463.2527760709269,212.1924102440309,0.7269198894500732,465.9640537219101,191.49169921875,0.15881136059761047,467.9094978932584,223.64392227001406,0.40151745080947876,451.6597722085674,168.99326281601122,0.1629582941532135,497.7672928370786,229.0625548630618,0.13165134191513062,444.83477988939603,236.5995051351826,0.19516867399215698,237.90634326720505,95.83893850948033,0.6117078065872192,236.39788338307582,95.33960235252809,0.5335431098937988,114.25235362535112,80.9104250790028,0.3718808889389038,113.83638874868328,76.0852325096559,0.032369256019592285,342.72729766502806,311.18545360779495,0.024425774812698364,356.38987337605334,237.91597173455057,0.035241782665252686,330.9882483321629,111.73139593574439,0.031250447034835815,233.5082733497191,93.30228998419943,0.013988286256790161,110.72208704573384,74.48704408795646,0.010845214128494263,278.47261235955057,245.83150456460675
5,0.30415624029496136,0.9268507957458496,451.7142786604635,206.3139154669944,0.7471752166748047,474.41636674859546,211.30280569698033,0.7178934216499329,465.3503555126404,192.16851738061797,0.2042941153049469,473.91925254564603,224.22900939255618,0.3517566919326782,452.05964163448033,169.92127150632024,0.16759666800498962,496.3143543714888,228.2853921611657,0.14276349544525146,445.2830659673455,237.81655986657302,0.19067859649658203,237.3997377545646,95.51189979810394,0.6202739477157593,234.7170437587781,95.02888540203651,0.5803865194320679,113.62699015756671,81.44558681530899,0.3685004711151123,112.66263468881671,76.64388935217696,0.028169572353363037,287.29349543539325,185.85814058110952,0.024786412715911865,274.7510862886236,318.4888243943118,0.028773456811904907,330.03324701544943,111.75696212254212,0.04226437211036682,363.0651992626404,275.6828256671348,0.015033513307571411,243.70166564255618,245.60881539676967,0.013458818197250366,242.64695071102528,246.04141063904495
6,0.29505046500879173,0.917567253112793,451.72607421875,206.89590282654495,0.7125803828239441,474.84890712780896,211.64128335674155,0.7019058465957642,466.1942591292135,192.5457009304775,0.1908780336380005,474.27147340238764,223.30519772647472,0.3514362573623657,451.7698000790028,169.64901356214887,0.14943575859069824,496.3673520891854,227.12630025456457,0.1485597789287567,444.25847085674155,237.27796918890448,0.1495671272277832,334.5369831899579,312.15433527914325,0.559454083442688,234.53701062148875,93.68360197945927,0.6456204652786255,113.00821711508075,79.89905196629212,0.3307725191116333,113.756103515625,73.65803579266151,0.029224485158920288,342.33642578125,309.91968047752806,0.02882981300354004,273.7447880091292,318.36080143960675,0.03232294321060181,329.67606105161514,111.19708457689606,0.032499462366104126,362.4141118767556,276.08137837956457,0.019894033670425415,122.40913305389746,298.0757055389747,0.015309661626815796,121.3231324613764,297.4230819873595
7,0.30728355225394755,0.9292833805084229,451.8033214097612,205.99225333567415,0.7680257558822632,473.5767424508427,211.28264352176967,0.7166515588760376,463.99446980337075,191.94462122542132,0.22530779242515564,474.1916476474719,223.36038996664325,0.267389178276062,450.3854404406601,170.7811951369382,0.13072916865348816,496.30799025632024,229.70324569873594,0.2267346978187561,433.97858694698033,212.90911385182585,0.22972476482391357,263.15300759304773,307.7829836727528,0.6277439594268799,230.95788162745785,94.62944116485252,0.6761477589607239,111.74273887377106,79.00584017292837,0.2619914412498474,110.19634804029143,72.51640405547752,0.03312721848487854,274.47380837429773,181.96807518433985,0.029010295867919922,274.63458457689603,318.79578322507024,0.026090174913406372,332.5646561183286,111.55940023700842,0.031352221965789795,357.2807123419944,243.2833622278792,0.023140937089920044,120.73892314782303,294.97138891327245,0.02137008309364319,120.32728559515449,294.5141327247191
8,0.3159207351067487,0.9069403409957886,457.9761290818118,208.7300847085674,0.8084891438484192,470.4712188377809,213.01938860603934,0.6030442118644714,463.1021769662921,198.55457777387642,0.31256234645843506,474.0385248419944,224.55706307057585,0.26536262035369873,451.3347359989466,171.3916838570927,0.13287711143493652,497.65959664676967,241.56387157654495,0.18680357933044434,433.6988950579354,212.94691450140448,0.4218783676624298,259.43019224016854,305.2405745259831,0.5238775014877319,236.17629147647472,95.22454079617276,0.6717971563339233,112.84554813685043,77.4281979678722,0.323738694190979,110.36566916476474,74.29066175825139,0.062111884355545044,271.92237425386236,183.39251228932585,0.04131656885147095,269.16605402914325,322.92996181530896,0.031635284423828125,361.94171348314603,284.7873782040028,0.04389333724975586,362.00217257724717,277.0776915818118,0.020241647958755493,127.08627765098315,298.1531173191713,0.01408270001411438,217.67391590589887,93.68576907040028
9,0.299944421824287,0.9020069241523743,453.51584445224717,208.99304336376406,0.6851656436920166,472.8484901685393,214.4556212693118,0.48550480604171753,465.3145847963483,199.05602615870788,0.2926698923110962,469.0808242626404,229.49136455407302,0.25943225622177124,457.2217894136236,170.75044439080057,0.06870627403259277,495.6083764922753,228.8689705495084,0.16519030928611755,432.40371532654495,213.50045536341293,0.42647770047187805,256.3648558198736,304.85625877808985,0.5873905420303345,236.89724697155899,94.30834137991573,0.6876237392425537,119.5386016502809,73.83824723490167,0.333596408367157,118.01295591204354,72.41228767995085,0.042637407779693604,362.32441077071627,289.91397471910113,0.03086268901824951,266.8895661429073,321.4074844188904,0.02866867184638977,363.0954836727528,244.443085059691,0.03944164514541626,235.85506824964887,91.7318211244733,0.039066851139068604,124.74801395716291,297.8435799245084,0.024613410234451294,125.76665642556179,297.27810634655896
